Package Name,Functions,Data Safety Labels
com.relevantmobile.texasroadhouse,"android.location.LocationManager.requestLocationUpdates,android.telephony.TelephonyManager.getNetworkOperator","Location,Precise location,Approximate location,Device or other IDs"
com.remax.remaxmobile,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
com.remi.launcher,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator","App activity,App info and performance,Personal info,Diagnostics,Device or other IDs"
com.remind.drink.water.hourly,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,App activity,Device or other IDs"
com.renegadegamestudios.MyFathersWork,android.os.StrictMode.getThreadPolicy,App info and performance
com.RenownEntertainment.Bowling,"android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace","Personal info,App info and performance,Other app performance data,App activity,Device or other IDs,Diagnostics"
com.rentmanager.rmResident,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics"
com.requapp.requ,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
com.rescue.machine,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
com.rhm.TwoPlayerGames234Player,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics"
com.rhythm.games.pink.tiles,"java.io.File.getTotalSpace,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy","App info and performance,Other app performance data,App activity,Personal info,Diagnostics"
com.rikkigames.solsuite,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
com.ringapp,java.io.File.getUsableSpace,Other app performance data
com.ringpro.popular.freerings,"java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks","App info and performance,Other app performance data,Diagnostics,App activity"
com.rioo.runnersubway,"android.telephony.TelephonyManager.getNetworkOperator,android.location.LocationManager.getLastKnownLocation,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName","Device or other IDs,Location,Precise location,Approximate location,App info and performance,Diagnostics,Personal info,App activity,Other app performance data"
com.riseup.game,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.river.comics.us,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Personal info,Device or other IDs"
com.roadglider.game,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
com.roborock.smart,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
com.rocket.jackal.squad,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,java.io.File.getTotalSpace","Other app performance data,Device or other IDs"
com.Rohit.IndianBikes,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance"
com.romwe,"android.telephony.TelephonyManager.getCellLocation,android.telephony.TelephonyManager.getAllCellInfo,android.location.LocationManager.getLastKnownLocation","Location,Precise location,Approximate location"
com.rookiestudio.perfectviewer,android.os.StrictMode.getThreadPolicy,App info and performance
com.room.temperature.meter,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.requestLocationUpdates","Diagnostics,App activity,Device or other IDs,Personal info,Location,Precise location,Approximate location"
com.room_temperature_784.humidity,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,App info and performance,Diagnostics,Personal info"
com.rovio.angrybirdstransformers,java.io.File.getFreeSpace,Other app performance data
com.rs.explorer.filemanager,"android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Personal info,Other app performance data"
com.rschooltoday.activityscheduler,"android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App activity,Diagnostics"
com.rsupport.mvagent,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
com.ruby.gymflip,"android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getFreeSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,Other app performance data,Device or other IDs,Personal info,App activity,Diagnostics"
com.rubygames.assassin,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
com.rubygames.wigrun,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,Device or other IDs,Personal info"
com.rud.twelvelocksvn,android.os.StrictMode.getThreadPolicy,App info and performance
com.run.systemcleaner,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance"
com.runmifit.android,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.abc.spelling.toddler.spell.phonics,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.abc_kids_toddler_tracing_phonics,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.baby.games.piano.phone.kids,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.jigsaw.puzzles.kids,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.kids.drawing.games.coloring.book.paint,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.math.kids.counting,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.numbers123.toddler.counting.tracing,android.os.StrictMode.getThreadPolicy,App info and performance
com.rvappstudios.shapes.colors.toddler,android.os.StrictMode.getThreadPolicy,App info and performance
com.sablemoney.sableapp.prod,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy","App activity,App info and performance"
com.saby.babymonitor3g,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","App info and performance,Personal info"
com.safelagoon.parenting,"android.os.StrictMode.getVmPolicy,java.io.File.getUsableSpace,android.os.StrictMode.getThreadPolicy","App info and performance,Other app performance data"
com.salemwebnetwork.salemnewschannel,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Personal info,Diagnostics"
com.samsung.android.app.watchmanager,"android.app.ActivityManager.getRunningAppProcesses,android.bluetooth.BluetoothAdapter.getAddress,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,Device or other IDs,App info and performance,Personal info"
com.sanags.a4f3client,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
com.sanctumstudio.mochicat,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
com.sandboxol.blockymods,"android.telephony.TelephonyManager.getSubscriberId,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getImei,android.telephony.SubscriptionInfo.getIccId,android.os.BatteryManager.getIntProperty,android.net.wifi.WifiInfo.getBSSID,java.net.NetworkInterface.getHardwareAddress,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getPhoneCount,android.telephony.TelephonyManager.getMeid,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.Build.getSerial","Device or other IDs,App info and performance,Diagnostics,App activity"
com.sandboxol.indiegame.bedwar,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getImei,android.telephony.TelephonyManager.getSubscriberId,android.telephony.SubscriptionInfo.getIccId,java.net.NetworkInterface.getHardwareAddress,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getMeid,android.net.wifi.WifiInfo.getBSSID,android.telephony.TelephonyManager.getPhoneCount,android.os.Build.getSerial","App activity,App info and performance,Device or other IDs"
com.sandboxx.android,"java.io.File.getUsableSpace,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","App info and performance,Other app performance data,Diagnostics"
com.satsfying.power.washing,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator","Personal info,Device or other IDs"
com.savetheworld.game,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.sba.android.googleplay,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
com.scee.psxandroid,java.io.File.getUsableSpace,Other app performance data
com.schedule.telmate.telmatescheduleandroid,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics"
com.scores365,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.accounts.AccountManager.getAccounts,android.location.LocationManager.getLastKnownLocation","Diagnostics,Personal info,Precise location"
com.seaworldgame.klondike.solitaire,"java.io.File.getTotalSpace,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Other app performance data,App activity,Personal info,Diagnostics"
com.sec.android.app.sbrowser,"android.telephony.SubscriptionManager.getActiveSubscriptionInfo,android.telephony.TelephonyManager.getGroupIdLevel1,android.accounts.AccountManager.getAccountsByType,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator","Personal info,Device or other IDs"
com.seenax.HideAndSeek,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.sensustech.tclremote,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace","App info and performance,Diagnostics,Other app performance data,App activity,Personal info,Device or other IDs"
com.sentinelbd.news12,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.location.LocationManager.getLastKnownLocation,android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID","App info and performance,Diagnostics,Device or other IDs,App activity,Location,Precise location,Approximate location"
com.sesame.apps.elmocalls.android,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
com.sevegame.calculator,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
com.seven.fnf.battle.music.rap,"java.io.File.getFreeSpace,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getTotalSpace","Other app performance data,Device or other IDs"
com.sevenshifts.android,"android.location.LocationManager.getLastKnownLocation,android.os.PowerManager.getCurrentThermalStatus","Location,Precise location,Approximate location,Diagnostics"
com.sg.grand.stickman.rope.hero.crime.city,"android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus","Personal info,Other app performance data,Diagnostics"
com.sgn.pandapop.gp,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
com.sgs.extremecar.parkinglots,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getDataNetworkType,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Other app performance data,Device or other IDs,Personal info,Diagnostics"
com.shaiban.audioplayer.mplayer,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance"
com.shark.hunter.wild.animal.shooting.games,"android.os.PowerManager.getCurrentThermalStatus,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,Other app performance data,Personal info,App activity,Device or other IDs"
com.shiftsmart.workerapp,android.location.LocationManager.getLastKnownLocation,Precise location
com.shopify.mobile,java.io.File.getUsableSpace,Other app performance data
com.shoptagr,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
com.signnow.android,"android.accounts.AccountManager.getAccountsByType,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.content.ContentResolver.query","Personal info,App activity,App info and performance,Device or other IDs"
com.sillens.shapeupclub,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
com.simejikeyboard,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy",App info and performance
com.simon.harmonichackernews,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics"
com.simplemobiletools.calendar,android.os.StrictMode.getThreadPolicy,App info and performance
com.simplemobiletools.draw,android.os.StrictMode.getThreadPolicy,App info and performance
com.SimplePlay.SimpleDomino,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator","Personal info,App info and performance,Other app performance data,Diagnostics,Device or other IDs,App activity"
com.simplepractice.simple,java.io.File.getUsableSpace,Other app performance data
com.simplicity.punch_bob,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
com.simplisafe.mobile,android.location.LocationManager.getLastKnownLocation,"Precise location,Approximate location"
com.sinyee.babybus.adventure,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,App activity,Diagnostics"
com.sinyee.babybus.ambulance,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,App activity,Diagnostics"
com.sinyee.babybus.amusement,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.bakery,"android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus","App activity,App info and performance,Device or other IDs,Diagnostics"
com.sinyee.babybus.behaviour,"android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.care,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.careII,"android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.coffee,"android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.cosmetology,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses","Device or other IDs,App info and performance,Diagnostics,App activity"
com.sinyee.babybus.dailysafety,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.dance,"android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.designer,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App activity,App info and performance,Diagnostics"
com.sinyee.babybus.dinosaurIII,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.earthquake,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.os.BatteryManager.getIntProperty","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.familyday,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty","App activity,App info and performance,Diagnostics"
com.sinyee.babybus.firemanII,"android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,App activity,Diagnostics,Device or other IDs"
com.sinyee.babybus.food,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.garden,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningTasks,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy","App info and performance,Personal info,App activity,Diagnostics,Device or other IDs"
com.sinyee.babybus.greenhouse,"android.os.BatteryManager.getIntProperty,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.habits,"android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.hero,"android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,App activity,Diagnostics"
com.sinyee.babybus.holiday,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningTasks","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.homesafe.global,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.icecream,"android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty","App info and performance,App activity,Diagnostics"
com.sinyee.babybus.kindergarten,"android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getThreadPolicy","Device or other IDs,App activity,App info and performance,Diagnostics"
com.sinyee.babybus.kitchens,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty","App activity,App info and performance,Diagnostics"
com.sinyee.babybus.market,"android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningTasks,android.os.BatteryManager.getIntProperty,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,App activity,Device or other IDs,Personal info"
com.sinyee.babybus.natural,"android.os.BatteryManager.getIntProperty,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.organizedII,"android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningTasks,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy","App info and performance,Diagnostics,App activity,Device or other IDs"
com.sinyee.babybus.policemen,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty","Device or other IDs,App info and performance,Diagnostics,Personal info,App activity"
com.sinyee.babybus.princessII,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.BatteryManager.getIntProperty","App info and performance,Diagnostics,App activity"
com.sinyee.babybus.rescueII,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,App activity"
